S.No;uid;$key;longitud;latitud;altura;velocidad;CantSat;azimuth;actividad;confianza;Y;X;Z;postionDop;horizontalDop;verticalDop;geoidHeight;dia;Fecha&Hora;hora
1;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5417937;-33,0133673;0;0;0;208;Still;100%;-0,11730957;-0,405212402;9,747390747;undefined;undefined;undefined;undefined;Sat;16 oct. 2019 19:32:21; 19:32:21
2;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5421647;-33,0130841;0;0;14;208;Still;100%;-41,59851074;22,10235596;1,522827148;undefined;undefined;;undefined;Sat;16 oct. 2019 19:32:31; 19:32:31
3;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5417937;-33,0130276;0;0;14;207;Still;100%;-0,111923218;-0,401031494;9,731826782;undefined;undefined;;undefined;Sat;16 oct. 2019 19:32:41; 19:32:41
4;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5443903;-33,0154619;0;0;14;27;Still;100%;12,60070801;12,82501221;-8,23059082;undefined;undefined;;undefined;Sat;16 oct. 2019 19:32:51; 19:32:51
5;JTxR78SdpobHap7hzp3AZcynJtU2;-LprwdwTcTfFj0-4PRYM;-71,5399345;-33,0168627;50,7;0;14;227;Still;100%;-2,438354492;-14,61639404;10,1776123;undefined;undefined;;undefined;Sat;16 oct. 2019 19:33:01; 19:33:01
6;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5417105;-33,0242503;50,7;0;15;174;Still;100%;-7,125854492;-9,831237793;9,902954102;undefined;undefined;;undefined;Sat;16 oct. 2019 19:33:11; 19:33:11
7;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5396532;-33,0251987;50,7;0;0;177;undefined;undefined;4,87399292;-5,803543091;6,224319458;undefined;undefined;undefined;undefined;Sat;16 oct. 2019 19:33:21; 19:33:21
8;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5391008;-33,0258059;50,7;0;0;147;undefined;undefined;6,706161499;-0,846954346;5,951980591;undefined;undefined;;undefined;Sat;16 oct. 2019 19:33:31; 19:33:31
9;JTxR78SdpobHap7hzp3AZcynJtU2;-LprweeVlb-4FPMUTzH2;-71,5381186;-33,0264933;50,7;0;0;146;undefined;undefined;6,707351685;-0,847549438;6,121368408;undefined;undefined;;undefined;Sat;16 oct. 2019 19:33:41; 19:33:41
10;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5368883;-33,0275755;50,7;20,16;24;136;undefined;undefined;-4,977416992;-11,10076904;14,57366943;undefined;1,3;1;33,6;Sat;16 oct. 2019 19:33:51; 19:33:51
11;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5355855;-33,0286558;50,4;11,4;24;136;undefined;undefined;3,898956299;-0,800262451;8,646652222;undefined;1,3;1;33,6;Sat;16 oct. 2019 19:34:01; 19:34:01
12;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5335851;-33,0300077;50,4;11,4;24;137;Still;100%;3,881607056;-0,780502319;8,907028198;undefined;1,3;1;33,6;Sat;16 oct. 2019 19:34:11; 19:34:11
13;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5325157;-33,030782;95,4;0;24;103;undefined;undefined;-4,977416992;-2,507019043;-50,81634521;undefined;1,3;1;33,6;Sat;16 oct. 2019 19:34:21; 19:34:21
14;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5311188;-33,0321028;41,4;0;24;75;undefined;undefined;-14,05944824;-38,73748779;-40,23895264;undefined;1,3;;33,6;Sat;16 oct. 2019 19:34:31; 19:34:31
15;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5320176;-33,0327895;41,4;0;24;65;Still;100%;-14,15710449;-38,44451904;-39,27764893;undefined;1,3;;33,6;Sat;16 oct. 2019 19:34:41; 19:34:41
16;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5323652;-33,0331572;39,4;0;16;80;undefined;undefined;-14,05944824;-35,80780029;-38,58947754;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:34:51; 19:34:51
17;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5323536;-33,0331453;39,4;0;16;69;In Vehicle;97%;-14,64538574;-36,39373779;-39,14031982;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:35:01; 19:35:01
18;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5323549;-33,033145;39,4;58,5;15;63;undefined;undefined;6,952758789;0,07421875;6,525390625;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:35:11; 19:35:11
19;JTxR78SdpobHap7hzp3AZcynJtU2;-Lpry5QBJ3-20PHMLo3D;-71,5322421;-33,0335548;39,4;58,5;15;63;Still;100%;8,989028931;-0,733230591;4,847061157;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:35:21; 19:35:21
20;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5318146;-33,0344124;39,4;58,5;15;62;In Vehicle;97%;-13,57116699;-36,58905029;-37,62817383;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:35:31; 19:35:31
21;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5316487;-33,0346491;39,4;83,04;14;70;undefined;undefined;-14,05944824;-34,83123779;-33,91876221;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:35:41; 19:35:41
22;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5312806;-33,0346715;39,4;83,04;14;79;In Vehicle;97%;-15,71960449;-34,63592529;-35,70556641;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:35:51; 19:35:51
23;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5312848;-33,0346866;42,7;89,28;25;71;undefined;undefined;6,381744385;-0,701507568;5,652709961;undefined;0,9;0,9;33,6;Sat;16 oct. 2019 19:36:01; 19:36:01
24;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5312743;-33,0346834;42,7;89,28;25;78;Still;100%;7,513000488;-1,820785522;6,347625732;undefined;0,9;0,9;33,6;Sat;16 oct. 2019 19:36:10; 19:36:10
25;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5312932;-33,0347679;42,7;89,28;25;81;In Vehicle;97%;-14,45007324;-36,49139404;-35,84289551;undefined;0,9;0,9;33,6;Sat;16 oct. 2019 19:36:21; 19:36:21
26;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5312979;-33,0347735;41,1;80,76;16;48;undefined;undefined;-15,62194824;-36,29608154;-39,68963623;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:36:31; 19:36:31
27;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5312526;-33,0348017;41,1;89,88;25;77;undefined;undefined;-13,86413574;-36,58905029;-37,49084473;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 19:36:41; 19:36:41
28;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5312493;-33,0348005;41,1;89,88;25;65;Still;100%;-14,54772949;-36,00311279;-38,72680664;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 19:36:51; 19:36:51
29;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5312801;-33,0347473;42;60,78;16;82;undefined;undefined;4,434661865;0,659606934;9,923965454;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:37:01; 19:37:01
30;JTxR78SdpobHap7hzp3AZcynJtU2;-LpryK-1cvVXb9WOe0dn;-71,53127;-33,034751;42;60,78;16;66;Still;100%;7,275985718;-0,473449707;6,677429199;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:37:11; 19:37:11
31;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5307269;-33,0350767;63,8;3,18;15;80;undefined;undefined;7,423828125;-1,628662109;5,158309937;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 19:37:21; 19:37:21
32;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5314298;-33,0350938;63,8;3,18;15;81;Still;100%;9,176376343;-1,132461548;2,298431396;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 19:37:31; 19:37:31
33;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5319486;-33,0350407;63,8;3,18;15;76;In Vehicle;97%;-13,96179199;-45,86639404;-37,62817383;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 19:37:41; 19:37:41
34;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5319908;-33,0350919;42,1;41,34;11;69;undefined;undefined;6,598419189;0,084396362;7,129333496;undefined;1;;33,6;Sat;16 oct. 2019 19:37:51; 19:37:51
35;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5322619;-33,0359166;42,1;41,34;11;69;Still;100%;-13,08288574;-35,61248779;-33,0947876;undefined;1;;33,6;Sat;16 oct. 2019 19:38:01; 19:38:01
36;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5313417;-33,0360269;42,1;24,66;14;41;undefined;undefined;-12,88757324;-18,13201904;-33,644104;undefined;0,8;0,7;33,6;Sat;16 oct. 2019 19:38:11; 19:38:11
37;JTxR78SdpobHap7hzp3AZcynJtU2;-LpryVxJSM2EalFKXT-f;-71,5304283;-33,037209;42,1;24,66;14;42;Still;100%;6,882736206;0,372894287;6,11239624;undefined;0,8;0,7;33,6;Sat;16 oct. 2019 19:38:21; 19:38:21
38;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5307242;-33,0376715;43,9;48,18;14;56;undefined;undefined;-15,71960449;-13,15155029;-36,25488281;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:38:31; 19:38:31
39;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5307361;-33,0376616;43,9;48,18;14;57;Still;100%;-16,01257324;-13,34686279;-36,39221191;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:38:41; 19:38:41
40;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5305544;-33,0376991;43,9;2,46;24;41;undefined;undefined;-15,03601074;-11,68670654;-37,76550293;undefined;0,8;0,7;33,6;Sat;16 oct. 2019 19:38:51; 19:38:51
41;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306524;-33,0376652;43,9;2,46;24;46;In Vehicle;97%;7,091033936;-0,987014771;6,375167847;undefined;0,8;0,7;33,6;Sat;16 oct. 2019 19:39:01; 19:39:01
42;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5305967;-33,0376408;43,9;0,66;27;46;undefined;undefined;7,074264526;-0,927749634;6,454772949;undefined;1,1;0,8;33,6;Sat;16 oct. 2019 19:39:11; 19:39:11
43;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5305962;-33,0376405;43,9;0,66;27;43;Still;100%;-15,71960449;-11,58905029;-38,17749023;undefined;1,1;0,8;33,6;Sat;16 oct. 2019 19:39:21; 19:39:21
44;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5419557;-33,0266239;43,9;0,66;27;42;In Vehicle;98%;-15,62194824;-11,68670654;-38,31481934;undefined;1,1;0,8;33,6;Sat;16 oct. 2019 19:39:31; 19:39:31
45;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5419567;-33,026626;44,2;0,6;26;39;undefined;undefined;7,170639038;-0,784103394;6,22492981;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:39:41; 19:39:41
46;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5419571;-33,0266272;44,2;0,6;26;41;Still;100%;-14,15710449;-10,90545654;-39,27764893;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:39:51; 19:39:51
47;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5415722;-33,0266691;44,2;0,6;26;42;Still;100%;7,019805908;-0,882858276;6,514022827;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:40:01; 19:40:01
48;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5406956;-33,0268117;43,9;0,66;25;42;undefined;undefined;7,047927856;-0,649429321;6,596618652;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 19:40:11; 19:40:11
49;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,539793;-33,0269335;43,9;0,66;25;41;Still;100%;7,183197021;-0,757766724;6,34703064;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 19:40:21; 19:40:21
50;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5396028;-33,0269513;43,9;0,66;25;43;Still;100%;-15,62194824;-11,58905029;-38,31481934;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 19:40:31; 19:40:31
51;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5388462;-33,0262392;43,9;0,12;25;24;undefined;undefined;-10,64147949;-10,41717529;-35,4309082;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:40:41; 19:40:41
52;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5382738;-33,0264145;43,9;0,12;25;65;Still;100%;6,287765503;-1,377258301;11,81419373;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:40:51; 19:40:51
53;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5372918;-33,0272064;43,9;0,12;25;63;In Vehicle;96%;7,519592285;-2,652175903;9,995193481;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:41:01; 19:41:01
54;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,536232;-33,0280974;44,7;33,78;25;82;undefined;undefined;6,86895752;-2,286468506;5,895721436;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:41:11; 19:41:11
55;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5356806;-33,0285545;44,7;33,78;25;81;Still;100%;7,950546265;-2,223617554;4,598068237;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:41:21; 19:41:21
56;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5337943;-33,0299016;44,7;41,82;16;71;Still;100%;7,126937866;-1,207870483;6,248260498;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 19:41:31; 19:41:31
57;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5327746;-33,0306507;44,7;41,82;16;71;undefined;undefined;6,885131836;-1,082183838;6,709747314;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 19:41:41; 19:41:41
58;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5307074;-33,0321488;46,2;16,8;15;71;undefined;undefined;7,155670166;-1,23840332;6,202774048;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 19:41:51; 19:41:51
59;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5294829;-33,0329383;46,2;16,8;15;71;Still;100%;-13,96179199;-36,29608154;-39,27764893;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 19:42:01; 19:42:01
60;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5283078;-33,0336735;46,2;16,8;15;72;In Vehicle;96%;6,943191528;-1,209671021;6,438613892;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 19:42:11; 19:42:11
61;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5269348;-33,0345503;46,2;21,42;14;72;Still;100%;6,714538574;-0,645233154;7,009628296;undefined;1,1;0,8;33,6;Sat;16 oct. 2019 19:42:21; 19:42:21
62;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5257715;-33,0354147;46,2;21,42;14;72;undefined;undefined;-15,13366699;-36,88201904;-37,62817383;undefined;1,1;0,8;33,6;Sat;16 oct. 2019 19:42:31; 19:42:31
63;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5241308;-33,0346728;47;21,42;16;65;undefined;undefined;-11,71569824;-40,10467529;-36,94152832;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:42:41; 19:42:41
64;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5237785;-33,0348483;47;21,42;16;65;Still;100%;7,240066528;-0,153823853;6,452377319;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:42:51; 19:42:51
65;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5230992;-33,0351586;47;21,42;16;65;In Vehicle;97%;7,22869873;-0,295684814;6,277603149;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:43:01; 19:43:01
66;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5227452;-33,0353449;46,9;21,42;16;73;undefined;undefined;-12,49694824;-39,42108154;-38,86413574;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:43:11; 19:43:11
67;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5224432;-33,0355453;46,9;0,12;16;58;Still;100%;8,762771606;-0,39982605;3,809768677;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:43:21; 19:43:21
68;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5247299;-33,0358999;46,9;0,12;16;59;In Vehicle;96%;-12,10632324;-39,03045654;-37,49084473;undefined;1;0,8;33,6;Sat;16 oct. 2019 19:43:31; 19:43:31
69;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5232487;-33,0363518;46,9;0,12;16;59;In Vehicle;96%;5,946594238;-0,109527588;7,843399048;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 19:43:41; 19:43:41
70;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,523507;-33,0362138;47;0,12;16;237;undefined;undefined;-6,637573242;19,56329346;17,18292236;undefined;1,1;;33,6;Sat;16 oct. 2019 19:43:51; 19:43:51
71;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5237076;-33,0361066;47;0,12;16;235;In Vehicle;96%;4,805755615;-0,496795654;6,698974609;undefined;1,1;;33,6;Sat;16 oct. 2019 19:44:01; 19:44:01
72;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5238583;-33,0353576;47;0,12;18;140;In Vehicle;96%;3,607467651;-4,982330322;7,747039795;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 19:44:11; 19:44:11
73;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5236558;-33,0354648;47;37,56;0;142;undefined;undefined;-1,461791992;-15,98358154;12,37487793;undefined;undefined;undefined;undefined;Sat;16 oct. 2019 19:44:21; 19:44:21
74;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5223312;-33,0361751;47;37,56;18;166;undefined;undefined;1,816604614;-3,759490967;5,161300659;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 19:44:31; 19:44:31
75;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5216471;-33,036542;47;37,56;18;163;Still;100%;1,802841187;-3,447647095;5,22833252;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 19:44:41; 19:44:41
76;JTxR78SdpobHap7hzp3AZcynJtU2;-LprzDG-6Xi3YqRVGltw;-71,5209729;-33,0369035;47;37,56;17;154;undefined;undefined;3,937271118;-5,147537231;11,01094055;undefined;undefined;;undefined;Sat;16 oct. 2019 19:44:51; 19:44:51
77;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5204976;-33,0371584;47;37,56;0;148;undefined;undefined;3,093307495;-4,367630005;11,71662903;undefined;undefined;undefined;undefined;Sat;16 oct. 2019 19:45:01; 19:45:01
78;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5219499;-33,0373586;47;37,56;22;344;walking;87%;24,61242676;3,547668457;7,566833496;undefined;undefined;;undefined;Sat;16 oct. 2019 19:45:11; 19:45:11
79;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5234036;-33,0357202;47;37,56;22;346;undefined;undefined;5,710769653;-1,159988403;10,61408997;undefined;undefined;;undefined;Sat;16 oct. 2019 19:45:21; 19:45:21
80;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5236509;-33,0354705;47;20,94;22;345;Still;100%;24,61242676;3,938293457;8,390808105;undefined;0,9;;33,6;Sat;16 oct. 2019 19:45:31; 19:45:31
81;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5238756;-33,0353909;47;20,94;22;345;In Vehicle;96%;5,376785278;-0,940917969;10,86009216;undefined;0,9;;33,6;Sat;16 oct. 2019 19:45:41; 19:45:41
82;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5238197;-33,0353864;47;20,94;27;254;walking;87%;-5,172729492;19,07501221;2,758789063;undefined;0,9;;33,6;Sat;16 oct. 2019 19:45:51; 19:45:51
83;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5236632;-33,0354858;47;20,94;27;251;undefined;undefined;-5,953979492;18,58673096;4,40826416;undefined;0,9;;33,6;Sat;16 oct. 2019 19:46:01; 19:46:01
84;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,525958;-33,0390639;47;20,94;27;248;undefined;undefined;7,823059082;-0,044891357;7,961914063;undefined;0,9;;33,6;Sat;16 oct. 2019 19:46:11; 19:46:11
85;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5227957;-33,0352228;47;20,94;27;242;Still;100%;7,85836792;0,881072998;9,6043396;undefined;0,9;;33,6;Sat;16 oct. 2019 19:46:21; 19:46:21
86;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5243028;-33,0343594;47;5,46;27;244;In Vehicle;96%;6,204574585;0,482437134;11,13124084;undefined;0,9;;33,6;Sat;16 oct. 2019 19:46:31; 19:46:31
87;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5252707;-33,0345855;47;5,46;27;70;walking;88%;1,404205322;9,720458984;4,57711792;undefined;0,9;;33,6;Sat;16 oct. 2019 19:46:41; 19:46:41
88;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5261329;-33,033618;47;5,46;0;65;undefined;undefined;2,65637207;10,66018677;3,3387146;undefined;undefined;undefined;undefined;Sat;16 oct. 2019 19:46:51; 19:46:51
89;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5269709;-33,0329415;46,8;5,46;0;151;undefined;undefined;8,0546875;-7,252639771;4,302383423;undefined;undefined;undefined;undefined;Sat;16 oct. 2019 19:47:01; 19:47:01
90;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5280144;-33,0322279;46,8;5,46;0;110;undefined;undefined;8,965087891;-0,582992554;3,860046387;undefined;undefined;undefined;undefined;Sat;16 oct. 2019 19:47:11; 19:47:11
91;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5289981;-33,0312006;46,9;5,46;25;64;undefined;undefined;7,217315674;-0,187942505;6,271011353;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:47:21; 19:47:21
92;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5307638;-33,0314801;46,9;44,46;25;61;walking;88%;-10,54382324;-39,32342529;-35,84289551;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:47:31; 19:47:31
93;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5309652;-33,0312438;46,9;44,46;25;61;Still;100%;7,428009033;0,2059021;6,546340942;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:47:41; 19:47:41
94;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5312745;-33,0314281;46,9;44,46;25;62;In Vehicle;96%;7,135314941;0,226257324;6,658874512;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:47:51; 19:47:51
95;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5310922;-33,0320855;46,9;44,46;27;76;undefined;undefined;-13,76647949;-40,00701904;-44,22302246;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:48:01; 19:48:01
96;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5321564;-33,0329667;46,9;44,46;27;82;undefined;undefined;6,190216064;-2,584533691;7,623733521;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:48:11; 19:48:11
97;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5324405;-33,0331358;46,9;44,46;27;61;walking;88%;7,693771362;-0,675170898;4,664505005;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:48:21; 19:48:21
98;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5323786;-33,0331665;46,9;21,66;27;70;Still;100%;6,028594971;-0,381881714;7,922409058;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:48:31; 19:48:31
99;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5323347;-33,0333383;46,9;21,66;27;74;undefined;undefined;-13,66882324;-40,98358154;-44,90966797;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:48:41; 19:48:41
100;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5327489;-33,033354;46,9;21,66;27;75;In Vehicle;96%;7,406463623;-1,898010254;4,908706665;undefined;1;0,9;33,6;Sat;16 oct. 2019 19:48:51; 19:48:51
101;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5323413;-33,0339701;47,3;21,66;25;50;undefined;undefined;6,745666504;-0,530914307;6,542755127;undefined;1,2;0,9;33,6;Sat;16 oct. 2019 19:49:01; 19:49:01
102;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5316951;-33,0344312;47,3;21,66;25;45;undefined;undefined;8,149261475;-0,565032959;6,104614258;undefined;1,2;0,9;33,6;Sat;16 oct. 2019 19:49:11; 19:49:11
103;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5317066;-33,0344171;47,3;21,66;25;41;walking;88%;-18,55163574;-14,71405029;-38,58947754;undefined;1,2;0,9;33,6;Sat;16 oct. 2019 19:49:21; 19:49:21
104;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5299233;-33,0363532;47,3;21,66;25;52;In Vehicle;96%;7,518997192;-0,372894287;7,973297119;undefined;1,2;0,9;33,6;Sat;16 oct. 2019 19:49:31; 19:49:31
105;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306486;-33,0376666;47,3;48,06;25;56;Still;100%;-18,16101074;-15,00701904;-39,41497803;undefined;1,2;0,9;33,6;Sat;16 oct. 2019 19:49:41; 19:49:41
